name,dateissue,Value
????,14020611,2105644.4
????,14020608,2104683.8
????,14020607,2095048.9
????,14020606,2084168.4
????,14020605,2051471.9
????,14020604,1993097.2
????,14020601,1946593.9
????,14020531,1938253.4
????,14020530,1956441.4
????,14020529,1954029.7
????,14020528,1957509.9
????,14020525,1973597.3
????,14020524,1978182.8
????,14020523,1997030.3
????,14020522,1987917.9
????,14020521,1989639.8
????,14020518,2036985.5
????,14020517,2037869.3
????,14020516,2051072.7
????,14020515,2040011.7
????,14020514,2033048.1
????,14020510,1993659.2
????,14020509,1973910.2
????,14020508,1967667.5
????,14020507,1996755.9
????,14020504,2000525.2
????,14020503,2001897.1
????,14020502,1998459.3
????,14020501,1976944.9
????,14020431,1983133.6
????,14020428,2016385.6
????,14020427,1999719.9
????,14020426,1956634
????,14020425,2021297.6
????,14020424,2070890.3
????,14020421,2071404.3
????,14020420,2128378.4
????,14020419,2158533.9
????,14020418,2176359
????,14020417,2195133
????,14020414,2202657
????,14020413,2202092.5
????,14020412,2183405.5
????,14020411,2157377.1
????,14020410,2143914.9
????,14020407,2153410.6
????,14020406,2168205.3
????,14020405,2196127.8
????,14020404,2189601.7
????,14020403,2162616.3
????,14020331,2173893.4
????,14020330,2166947.4
????,14020329,2164226.3
????,14020328,2162916.9
????,14020327,2182812.2
????,14020324,2182106.9
????,14020323,2155197.7
????,14020322,2145415.7
????,14020321,2208212.5
????,14020320,2215058.3
????,14020317,2288439
????,14020316,2289549
????,14020313,2279681.8
????,14020310,2271042.4
????,14020309,2288427.1
????,14020308,2275394.7
????,14020307,2257012.8
????,14020306,2311221.8
????,14020303,2345967.5
????,14020302,2330799.1
????,14020301,2318506.5
????,14020231,2302705.5
????,14020230,2297985.8
????,14020227,2321336.1
????,14020225,2301380.1
????,14020224,2285904
????,14020223,2214024.3
????,14020220,2277713.1
????,14020219,2305838.4
????,14020218,2314408.4
????,14020217,2440167.5
????,14020216,2535236.5
????,14020213,2514673.4
????,14020212,2518331.8
????,14020211,2480639.9
????,14020210,2479339.7
????,14020209,2438553
????,14020206,2365287
????,14020205,2368712.3
????,14020204,2326494.3
????,14020130,2324132.7
????,14020129,2325437.4
????,14020128,2289287.4
????,14020127,2275066.7
????,14020126,2253946.4
????,14020122,2179922.1
????,14020121,2190307.2
????,14020120,2212643
????,14020119,2202385.5
