name,dateissue,Value
????,14001004,227642
????,14001001,225036
????,14000930,219025
????,14000929,216317
????,14000928,216060
????,14000927,218251
????,14000924,216698
????,14000923,217300
????,14000922,219648
????,14000921,223685
????,14000920,227468
????,14000917,228786
????,14000916,227245
????,14000915,228903
????,14000914,228630
????,14000913,228438
????,14000910,231362
????,14000909,234467
????,14000908,235525
????,14000907,236037
????,14000906,237327
????,14000903,241468
????,14000902,242525
????,14000901,243717
????,14000830,241444
????,14000829,241571
????,14000826,243657
????,14000825,241891
????,14000824,242488
????,14000823,245086
????,14000822,244454
????,14000819,246554
????,14000818,243081
????,14000817,242550
????,14000816,242400
????,14000815,243385
????,14000812,235917
????,14000811,231054
????,14000810,228835
????,14000809,226868
????,14000808,233448
????,14000805,237300
????,14000804,237331
????,14000803,239625
????,14000801,244624
????,14000728,250463
????,14000727,251147
????,14000726,248487
????,14000725,251227
????,14000724,253696
????,14000721,247771
????,14000720,253316
????,14000719,261006
????,14000718,261612
????,14000717,265331
????,14000714,269564
????,14000712,268438
????,14000711,266645
????,14000710,268066
????,14000707,265521
????,14000706,264736
????,14000704,265626
????,14000703,266877
????,14000631,262180
????,14000630,265978
????,14000629,272977
????,14000628,271971
????,14000627,277603
????,14000624,284244
????,14000623,285155
????,14000622,280166
????,14000621,283991
????,14000620,292371
????,14000617,294110
????,14000616,293637
????,14000615,296325
????,14000614,294694
????,14000613,293058
????,14000610,287342
????,14000609,281992
????,14000608,286703
????,14000607,295001
????,14000606,294998
????,14000603,287964
????,14000602,284722
????,14000601,277729
????,14000531,275251
????,14000524,270383
????,14000523,266840
????,14000520,266706
????,14000519,264201
????,14000518,260777
????,14000517,257647
????,14000516,255413
????,14000513,254787
????,14000512,253193
????,14000511,253364
????,14000510,254075
????,14000509,253369
????,14000506,250760
????,14000505,251492
????,14000504,255542
????,14000428,255640
????,14000427,254079
????,14000426,255695
????,14000423,255350
????,14000422,254571
????,14000421,254974
????,14000420,253296
????,14000419,250104
????,14000416,250332
????,14000415,250073
????,14000414,246784
????,14000413,244143
????,14000412,244876
????,14000409,245828
????,14000408,244947
????,14000407,244825
????,14000406,244990
????,14000405,244081
????,14000402,241578
????,14000401,239344
????,14000331,237447
????,14000330,237537
????,14000329,238124
????,14000326,238146
????,14000325,240123
????,14000324,242054
????,14000323,242642
????,14000322,243494
????,14000319,245024
????,14000318,247379
????,14000317,247413
????,14000312,246384
????,14000311,245958
????,14000310,247095
????,14000309,248749
????,14000308,248860
????,14000305,247437
????,14000304,247415
????,14000303,247743
????,14000302,251000
????,14000301,253633
????,14000229,256973
????,14000228,260789
????,14000227,263279
????,14000226,266241
????,14000225,269017
????,14000222,271084
????,14000221,272088
????,14000220,272088
????,14000219,273467
????,14000218,274252
????,14000215,274932
????,14000213,275198
????,14000212,276319
????,14000211,277096
????,14000208,278133
????,14000207,278257
????,14000206,278140
????,14000205,278699
????,14000204,279306
????,14000201,279959
????,14000131,281018
????,14000130,281075
????,14000129,281537
????,14000128,282119
????,14000125,282927
????,14000124,283480
????,14000123,283139
????,14000122,283566
????,14000121,284099
????,14000118,284735
????,14000117,285601
????,14000116,285996
????,14000115,286610
????,14000114,287392
????,14000111,288387
????,14000110,288512
????,14000108,288325
????,14000107,287857
????,13991227,286533
????,13991226,285481
????,13991225,283516
????,13991224,283261
????,13991223,282588
????,13991220,281666
????,13991219,282051
????,13991218,282040
????,13991217,281266
????,13991216,281494
????,13991213,281704
????,13991212,281967
????,13991211,281832
????,13991210,282463
????,13991209,283123
????,13991206,283773
????,13991205,284306
????,13991204,284951
????,13991203,285656
????,13991202,286511
????,13991129,286930
????,13991128,286348
????,13991127,285899
????,13991126,285856
????,13991125,284897
????,13991121,276680
????,13991120,274740
????,13991119,275313
????,13991118,272052
????,13991115,276738
????,13991114,279626
????,13991113,280987
????,13991112,282236
????,13991111,282518
????,13991108,277714
????,13991107,279183
????,13991106,282820
????,13991105,286183
????,13991104,288024
????,13991101,283278
????,13991030,281507
????,13991029,285857
????,13991027,290846
????,13991024,297607
????,13991023,303085
????,13991022,307173
????,13991021,305401
????,13991020,300924
????,13991017,301479
????,13991016,304628
????,13991015,302730
????,13991014,298291
????,13991013,297944
????,13991010,303533
????,13991009,304663
????,13991008,307088
????,13991007,309049
????,13991006,309893
????,13991003,306675
????,13991002,301370
????,13991001,296145
????,13990930,293145
????,13990929,291463
????,13990926,285667
????,13990925,288823
????,13990924,295855
????,13990923,298712
????,13990922,299287
????,13990919,295283
????,13990918,290960
????,13990917,289911
????,13990916,289483
????,13990915,282792
????,13990912,277097
????,13990911,274948
????,13990910,273578
????,13990909,269029
????,13990908,262929
????,13990905,258738
????,13990904,255757
????,13990903,253812
????,13990902,250605
????,13990901,251196
????,13990828,249702
????,13990827,245382
????,13990826,242422
????,13990825,242066
????,13990824,242018
????,13990821,239052
????,13990820,238974
????,13990819,239757
????,13990818,241604
????,13990817,243373
????,13990814,245541
????,13990812,244116
????,13990811,245576
????,13990810,247792
????,13990807,246906
????,13990806,248991
????,13990805,251732
????,13990803,254906
????,13990730,258026
????,13990729,258735
????,13990728,262495
????,13990727,266287
????,13990723,269903
????,13990722,271525
????,13990721,272864
????,13990720,274533
????,13990719,268981
????,13990716,266810
????,13990715,263486
????,13990714,259975
????,13990713,261245
????,13990712,262547
????,13990709,260524
????,13990708,261062
????,13990707,263596
????,13990706,267127
????,13990705,270284
????,13990702,270921
????,13990701,270592
????,13990631,272587
????,13990630,276647
????,13990629,280328
????,13990626,281987
????,13990625,280610
????,13990624,277195
